timestamp_utc,value
2025-09-03T15:55:00.000000Z,11395.619106445312
2025-09-03T16:00:00.000000Z,11393.557972106933
2025-09-03T16:05:00.000000Z,11395.258136901855
2025-09-03T16:10:00.000000Z,11392.684551391601
2025-09-03T16:15:00.000000Z,11394.60497680664
2025-09-03T16:20:00.000000Z,11394.512340698242
2025-09-03T16:25:00.000000Z,11390.03319946289
2025-09-03T16:30:00.000000Z,11387.840480957031
2025-09-03T16:35:00.000000Z,11388.486736450195
2025-09-03T16:40:00.000000Z,11383.141056213379
2025-09-03T16:45:00.000000Z,11377.209728393555
2025-09-03T16:50:00.000000Z,11374.569942626953
2025-09-03T16:55:00.000000Z,11377.760234985351
2025-09-03T17:00:00.000000Z,11383.697528991699
2025-09-03T17:05:00.000000Z,11383.739986572265
2025-09-03T17:10:00.000000Z,11387.909618530273
2025-09-03T17:15:00.000000Z,11389.627300415039
2025-09-03T17:20:00.000000Z,11383.959819946289
2025-09-03T17:25:00.000000Z,11382.207180175781
2025-09-03T17:30:00.000000Z,11379.420147094726
2025-09-03T17:35:00.000000Z,11377.154323730469
2025-09-03T17:40:00.000000Z,11368.908237609863
2025-09-03T17:45:00.000000Z,11371.363247070312
2025-09-03T17:50:00.000000Z,11367.997776184082
2025-09-03T17:55:00.000000Z,11364.62354675293
2025-09-03T18:00:00.000000Z,11364.820110473633
2025-09-03T18:05:00.000000Z,11363.031536254883
2025-09-03T18:10:00.000000Z,11362.986484680176
2025-09-03T18:15:00.000000Z,11360.343883666992
2025-09-03T18:20:00.000000Z,11358.383960876465
2025-09-03T18:25:00.000000Z,11362.331173095703
2025-09-03T18:30:00.000000Z,11355.832607421875
2025-09-03T18:35:00.000000Z,11347.41521850586
2025-09-03T18:40:00.000000Z,11357.265392456055
2025-09-03T18:45:00.000000Z,11354.245037231445
2025-09-03T18:50:00.000000Z,11354.875133666992
2025-09-03T18:55:00.000000Z,11353.760914001465
2025-09-03T19:00:00.000000Z,11353.451557312012
2025-09-03T19:05:00.000000Z,11354.240024719238
2025-09-03T19:10:00.000000Z,11353.169399414062
2025-09-03T19:15:00.000000Z,11356.828266296387
2025-09-03T19:20:00.000000Z,11359.462032470703
2025-09-03T19:25:00.000000Z,11359.548473510742
2025-09-03T19:30:00.000000Z,11366.930080566406
2025-09-03T19:35:00.000000Z,11370.842357788086
2025-09-03T19:40:00.000000Z,11376.243145141601
2025-09-03T19:45:00.000000Z,11379.824405822754
2025-09-03T19:50:00.000000Z,11383.885631713867
2025-09-03T19:55:00.000000Z,11386.39802947998
2025-09-04T13:30:00.000000Z,11432.70712677002
2025-09-04T13:35:00.000000Z,11423.201732788086
2025-09-04T13:40:00.000000Z,11420.016643676758
2025-09-04T13:45:00.000000Z,11414.31502166748
2025-09-04T13:50:00.000000Z,11411.139736328125
2025-09-04T13:55:00.000000Z,11408.934993896484
2025-09-04T14:00:00.000000Z,11394.818966064453
2025-09-04T14:05:00.000000Z,11396.199321899414
2025-09-04T14:10:00.000000Z,11399.447940979004
2025-09-04T14:15:00.000000Z,11406.446933898926
2025-09-04T14:20:00.000000Z,11415.788677368164
2025-09-04T14:25:00.000000Z,11415.100551757812
2025-09-04T14:30:00.000000Z,11419.369899902344
