Datetime,Close,High,Low,Open,Volume
2025-08-15 13:30:00+00:00,233.41000366210938,234.22140502929688,233.35000610351562,233.72999572753906,4852815
2025-08-15 13:31:00+00:00,233.5,233.85330200195312,233.02000427246094,233.4149932861328,340967
2025-08-15 13:32:00+00:00,233.17999267578125,233.72000122070312,233.15499877929688,233.5,260262
2025-08-15 13:33:00+00:00,233.22999572753906,233.2899932861328,233.08999633789062,233.1472930908203,42979
2025-08-15 13:34:00+00:00,233.6699981689453,233.72500610351562,233.2100067138672,233.36000061035156,274005
2025-08-15 13:35:00+00:00,233.55999755859375,233.7899932861328,233.2761993408203,233.6999969482422,174686
2025-08-15 13:36:00+00:00,233.4425048828125,233.5449981689453,233.15499877929688,233.5364990234375,116560
2025-08-15 13:37:00+00:00,233.35000610351562,233.42999267578125,233.1699981689453,233.4199981689453,120922
2025-08-15 13:38:00+00:00,233.2949981689453,233.5500030517578,233.2949981689453,233.3800048828125,119491
2025-08-15 13:39:00+00:00,233.22000122070312,233.2899932861328,232.9425048828125,233.27999877929688,159803
2025-08-15 13:40:00+00:00,233.1999969482422,233.35000610351562,233.13999938964844,233.25,87989
2025-08-15 13:41:00+00:00,232.9949951171875,233.32989501953125,232.97999572753906,233.19500732421875,67712
2025-08-15 13:42:00+00:00,233.16000366210938,233.25999450683594,233.01499938964844,233.02999877929688,69187
2025-08-15 13:43:00+00:00,232.91009521484375,233.1999969482422,232.91000366210938,233.1699981689453,117934
2025-08-15 13:44:00+00:00,232.86000061035156,233.0,232.80999755859375,232.91000366210938,88272
2025-08-15 13:45:00+00:00,232.65499877929688,233.0800018310547,232.6300048828125,232.8300018310547,197917
2025-08-15 13:46:00+00:00,232.43499755859375,232.66000366210938,232.40150451660156,232.66000366210938,135775
2025-08-15 13:48:00+00:00,232.3699951171875,232.4427947998047,232.16000366210938,232.21499633789062,294069
2025-08-15 13:49:00+00:00,232.16000366210938,232.44509887695312,232.10000610351562,232.35499572753906,131371
2025-08-15 13:50:00+00:00,232.32000732421875,232.3614044189453,232.0500030517578,232.16990661621094,117092
2025-08-15 13:51:00+00:00,232.47500610351562,232.52999877929688,232.1501007080078,232.32000732421875,105017
2025-08-15 13:52:00+00:00,232.3000030517578,232.49000549316406,232.27000427246094,232.47500610351562,66402
2025-08-15 13:53:00+00:00,232.34500122070312,232.47999572753906,232.2100067138672,232.27999877929688,125671
2025-08-15 13:54:00+00:00,232.4199981689453,232.47500610351562,232.2200927734375,232.2200927734375,78417
2025-08-15 13:55:00+00:00,232.2550048828125,232.4600067138672,232.25,232.4199981689453,78531
2025-08-15 13:56:00+00:00,232.25,232.29989624023438,232.11500549316406,232.25,69324
2025-08-15 13:57:00+00:00,232.02000427246094,232.25999450683594,231.9199981689453,232.24000549316406,96522
2025-08-15 13:58:00+00:00,231.9250030517578,232.02000427246094,231.8000030517578,232.02000427246094,85549
2025-08-15 13:59:00+00:00,232.05999755859375,232.05999755859375,231.9149932861328,231.94000244140625,154511
2025-08-15 14:00:00+00:00,231.62510681152344,232.02499389648438,231.61000061035156,232.0,213793
2025-08-15 14:01:00+00:00,231.91879272460938,231.97000122070312,231.5500946044922,231.61000061035156,112868
2025-08-15 14:02:00+00:00,232.02000427246094,232.03500366210938,231.80999755859375,231.9199981689453,141618
2025-08-15 14:03:00+00:00,232.0749969482422,232.18499755859375,231.98899841308594,232.00999450683594,106976
2025-08-15 14:04:00+00:00,232.30999755859375,232.35000610351562,232.05999755859375,232.07000732421875,94591
2025-08-15 14:05:00+00:00,231.8800048828125,232.35960388183594,231.8350067138672,232.27000427246094,137184
2025-08-15 14:06:00+00:00,231.77999877929688,231.9199981689453,231.72500610351562,231.89990234375,110934
2025-08-15 14:07:00+00:00,231.91000366210938,231.91000366210938,231.61599731445312,231.77999877929688,98968
2025-08-15 14:08:00+00:00,231.94009399414062,232.08990478515625,231.72500610351562,231.89999389648438,124304
2025-08-15 14:09:00+00:00,232.18099975585938,232.1999969482422,231.9250030517578,231.9250030517578,76429
2025-08-15 14:10:00+00:00,232.125,232.30999755859375,232.07249450683594,232.19500732421875,90768
2025-08-15 14:11:00+00:00,232.32000732421875,232.36000061035156,232.10000610351562,232.11500549316406,81723
2025-08-15 14:12:00+00:00,232.10499572753906,232.36000061035156,232.08999633789062,232.3300018310547,78237
2025-08-15 14:13:00+00:00,232.16900634765625,232.2794952392578,232.06500244140625,232.11549377441406,72364
2025-08-15 14:14:00+00:00,232.25,232.41659545898438,232.16000366210938,232.16000366210938,95977
2025-08-15 14:15:00+00:00,232.47000122070312,232.5,232.27000427246094,232.27000427246094,101352
2025-08-15 14:16:00+00:00,232.41000366210938,232.49319458007812,232.32569885253906,232.46499633789062,97111
2025-08-15 14:17:00+00:00,232.5399932861328,232.63999938964844,232.3800048828125,232.4149932861328,130536
2025-08-15 14:18:00+00:00,232.38499450683594,232.68499755859375,232.364501953125,232.56759643554688,111349
2025-08-15 14:19:00+00:00,232.35000610351562,232.54010009765625,232.3249969482422,232.38999938964844,115715
2025-08-15 14:20:00+00:00,232.2100067138672,232.39979553222656,232.17999267578125,232.37989807128906,76244
2025-08-15 14:21:00+00:00,232.13999938964844,232.25999450683594,232.08999633789062,232.22999572753906,106573
